ID1B OO  EHZ I D
AS1C OO  EHZ I U
AS2C OO  EHZ I U
CC1C OO  HHZ I U
EC1C OO  EHZ I D
EC2C OO  HHZ I D
ID1C OO  EHZ I D
AS1D OO  EHZ I U
AS2D OO  EHZ I U
CC1D OO  HHZ I U
EC1D OO  EHZ I D
EC2D OO  HHZ I D
EC3D OO  EHZ I D
ID1D OO  EHZ I D
AS1E OO  EHZ I U
AS2E OO  EHZ I U
CC1E OO  HHZ I U
EC1E OO  EHZ I D
EC2E OO  HHZ I D
EC3E OO  EHZ I D
ID1E OO  EHZ I D
AS1F OO  EHZ I U
AS2F OO  EHZ I U
CC1F OO  HHZ I U
EC1F OO  EHZ I D
EC2F OO  HHZ I D
EC3F OO  EHZ I D
ID1F OO  EHZ I D
AS1G OO  EHZ I U
AS2G OO  EHZ I U
CC1G OO  HHZ I U
EC1G OO  EHZ I D
EC2G OO  HHZ I D
EC3G OO  EHZ I D
ID1G OO  EHZ I D
                                                                    116 
201610 321 726.7945N57.26130W 0.47 1.20  0.30  0.20 1.00            117 
AS1A OO  EHZ I U
AS2A OO  EHZ I D
CC1A OO  HHZ I U
EC1A OO  EHZ I U
EC2A OO  HHZ I U
EC3A OO  EHZ I U
ID1A OO  EHZ I U
AS1B OO  EHZ I U
AS2B OO  EHZ I D
CC1B OO  HHZ I U
EC1B OO  EHZ I U
EC2B OO  HHZ I U
EC3B OO  EHZ I U
ID1B OO  EHZ I U
AS1C OO  EHZ I U
CC1C OO  HHZ I U
EC1C OO  EHZ I U
EC2C OO  HHZ I U
EC3C OO  EHZ I U
ID1C OO  EHZ I U
AS1D OO  EHZ I U
AS2D OO  EHZ I D
CC1D OO  HHZ I U
EC1D OO  EHZ I U
EC2D OO  HHZ I U
EC3D OO  EHZ I U
ID1D OO  EHZ I U
AS1E OO  EHZ I U
CC1E OO  HHZ I U
EC1E OO  EHZ I U
EC2E OO  HHZ I U
EC3E OO  EHZ I U
ID1E OO  EHZ I U
AS2F OO  EHZ I D
CC1F OO  HHZ I U
EC1F OO  EHZ I U
EC2F OO  HHZ I U
EC3F OO  EHZ I U
ID1F OO  EHZ I U
AS1G OO  EHZ I U
AS2G OO  EHZ I D
EC1G OO  EHZ I U
EC2G OO  HHZ I U
EC3G OO  EHZ I U
ID1G OO  EHZ I U
                                                                    117 
2017 5 3173352.5145N56.72129W58.84 1.50  0.30  0.20 1.00            118 
AS1B OO  EHZ I U
AS2B OO  EHZ I U
CC1B OO  HHZ I U
EC1B OO  EHZ I D
EC2B OO  HHZ I D
EC3B OO  EHZ I D
AS1C OO  EHZ I U
AS2C OO  EHZ I U
CC1C OO  HHZ I U
EC1C OO  EHZ I D
EC2C OO  HHZ I D
EC3C OO  EHZ I U
ID1C OO  EHZ I U
AS1D OO  EHZ I U
AS2D OO  EHZ I U
CC1D OO  HHZ I D
EC1D OO  EHZ I U
EC2D OO  HHZ I D
EC3D OO  EHZ I D
AS1E OO  EHZ I U
CC1E OO  HHZ I U
EC1E OO  EHZ I D
EC2E OO  HHZ I D
EC3E OO  EHZ I U
ID1E OO  EHZ I U
AS1F OO  EHZ I U
AS2F OO  EHZ I D
CC1F OO  HHZ I U
EC1F OO  EHZ I D
EC2F OO  HHZ I D
EC3F OO  EHZ I D
ID1F OO  EHZ I D
AS1G OO  EHZ I U
AS2G OO  EHZ I D
CC1G OO  HHZ I U
EC1G OO  EHZ I D
EC2G OO  HHZ I D
ID1G OO  EHZ I U
                                                                    118 
2018 3 9 158 0.8945N56.38129W58.88 1.59  0.30  0.20 1.00            119 
AS1B OO  EHZ I U
AS2B OO  EHZ I U
CC1B OO  HHZ I U
EC1B OO  EHZ I D
EC2B OO  HHZ I D
EC3B OO  EHZ I D
ID1B OO  EHZ I U
AS1C OO  EHZ I U
AS2C OO  EHZ I U
CC1C OO  HHZ I U
EC1C OO  EHZ I D
EC2C OO  HHZ I D
EC3C OO  EHZ I D
ID1C OO  EHZ I U
AS1D OO  EHZ I U
AS2D OO  EHZ I D
EC1D OO  EHZ I D
EC2D OO  HHZ I D
EC3D OO  EHZ I U
ID1D OO  EHZ I D
AS1E OO  EHZ I U
AS2E OO  EHZ I U
CC1E OO  HHZ I U
EC1E OO  EHZ I D
EC2E OO  HHZ I D
EC3E OO  EHZ I D
AS1F OO  EHZ I U
CC1F OO  HHZ I U
EC1F OO  EHZ I U
EC2F OO  HHZ I D
EC3F OO  EHZ I D
ID1F OO  EHZ I D
AS1G OO  EHZ I U
AS2G OO  EHZ I U
CC1G OO  HHZ I U
EC1G OO  EHZ I D
EC2G OO  HHZ I D
EC3G OO  EHZ I D
ID1G OO  EHZ I D
                                                                    119 
201610161654 1.1645N56.86129W58.89 1.48  0.30  0.20 1.00            120 
AS1B OO  EHZ I U
AS2B OO  EHZ I U
CC1B OO  HHZ I D
EC1B OO  EHZ I U
EC2B OO  HHZ I D
EC3B OO  EHZ I D
ID1B OO  EHZ I D
AS1C OO  EHZ I U
AS2C OO  EHZ I U
CC1C OO  HHZ I D
EC1C OO  EHZ I U
EC2C OO  HHZ I D
EC3C OO  EHZ I D
AS1D OO  EHZ I D
AS2D OO  EHZ I U
CC1D OO  HHZ I U
EC1D OO  EHZ I D
EC2D OO  HHZ I D
EC3D OO  EHZ I D
ID1D OO  EHZ I D
AS1E OO  EHZ I U
AS2E OO  EHZ I D
CC1E OO  HHZ I U
EC1E OO  EHZ I D
EC2E OO  HHZ I D
EC3E OO  EHZ I D
ID1E OO  EHZ I D
AS1F OO  EHZ I U
AS2F OO  EHZ I D
CC1F OO  HHZ I U
EC1F OO  EHZ I D
EC2F OO  HHZ I D
EC3F OO  EHZ I D
AS1G OO  EHZ I U
AS2G OO  EHZ I D
CC1G OO  HHZ I U
EC1G OO  EHZ I D
EC2G OO  HHZ I D
EC3G OO  EHZ I D
                                                                    120 
