EC2A    90.0   24.7 -1 -1    0.00    0.00
EC3A   154.2   20.0  1  1    0.00    0.00
ID1A   171.5   56.7  1  1    0.00    0.00
AS1B   244.2   56.6  1  1    0.00    0.00
AS2B   255.6   73.8  1  1    0.00    0.00
CC1B   307.7   74.7  1  1    0.00    0.00
EC1B     5.2   44.5 -1 -1    0.00    0.00
EC2B    90.0   24.7 -1 -1    0.00    0.00
ID1B   171.5   56.7  1  1    0.00    0.00
AS1C   244.2   56.6  1  1    0.00    0.00
CC1C   307.7   74.7  1  1    0.00    0.00
EC1C     5.2   44.5 -1 -1    0.00    0.00
EC2C    90.0   24.7 -1 -1    0.00    0.00
EC3C   154.2   20.0  1  1    0.00    0.00
ID1C   171.5   56.7  1  1    0.00    0.00
AS1D   244.2   56.6  1  1    0.00    0.00
AS2D   255.6   73.8  1  1    0.00    0.00
CC1D   307.7   74.7  1  1    0.00    0.00
EC1D     5.2   44.5 -1 -1    0.00    0.00
EC2D    90.0   24.7 -1 -1    0.00    0.00
EC3D   154.2   20.0  1  1    0.00    0.00
AS1E   244.2   56.6  1  1    0.00    0.00
AS2E   255.6   73.8  1  1    0.00    0.00
CC1E   307.7   74.7  1  1    0.00    0.00
EC1E     5.2   44.5 -1 -1    0.00    0.00
EC2E    90.0   24.7 -1 -1    0.00    0.00
ID1E   171.5   56.7  1  1    0.00    0.00
AS1F   244.2   56.6  1  1    0.00    0.00
AS2F   255.6   73.8  1  1    0.00    0.00
CC1F   307.7   74.7  1  1    0.00    0.00
EC1F     5.2   44.5 -1 -1    0.00    0.00
EC2F    90.0   24.7 -1 -1    0.00    0.00
EC3F   154.2   20.0  1  1    0.00    0.00
ID1F   171.5   56.7  1  1    0.00    0.00
AS1G   244.2   56.6  1  1    0.00    0.00
AS2G   255.6   73.8  1  1    0.00    0.00
EC1G     5.2   44.5 -1 -1    0.00    0.00
EC2G    90.0   24.7 -1 -1    0.00    0.00
EC3G   154.2   20.0  1  1    0.00    0.00
ID1G   171.5   56.7  1  1    0.00    0.00
             113  45  45   0 1
AS1A   117.3   17.2 -1  1    0.00    0.00
AS2A   265.1   59.8  1  1    0.00    0.00
CC1A   346.3   91.6 -1 -1    0.00    0.00
EC1A    45.6   92.1 -1 -1    0.00    0.00
EC2A    75.1   91.2 -1 -1    0.00    0.00
EC3A    84.5   84.6 -1 -1    0.00    0.00
ID1A   117.9   89.2  1  1    0.00    0.00
AS1B   117.3   17.2 -1  1    0.00    0.00
CC1B   346.3   91.6 -1 -1    0.00    0.00
EC1B    45.6   92.1 -1 -1    0.00    0.00
EC2B    75.1   91.2 -1 -1    0.00    0.00
EC3B    84.5   84.6 -1 -1    0.00    0.00
ID1B   117.9   89.2  1  1    0.00    0.00
AS1C   117.3   17.2 -1  1    0.00    0.00
AS2C   265.1   59.8  1  1    0.00    0.00
CC1C   346.3   91.6 -1 -1    0.00    0.00
EC1C    45.6   92.1 -1 -1    0.00    0.00
EC2C    75.1   91.2 -1 -1    0.00    0.00
ID1C   117.9   89.2  1  1    0.00    0.00
AS1D   117.3   17.2 -1  1    0.00    0.00
AS2D   265.1   59.8  1  1    0.00    0.00
CC1D   346.3   91.6 -1 -1    0.00    0.00
EC1D    45.6   92.1 -1 -1    0.00    0.00
EC2D    75.1   91.2 -1 -1    0.00    0.00
EC3D    84.5   84.6 -1 -1    0.00    0.00
AS1E   117.3   17.2 -1  1    0.00    0.00
AS2E   265.1   59.8  1  1    0.00    0.00
CC1E   346.3   91.6 -1 -1    0.00    0.00
EC1E    45.6   92.1 -1 -1    0.00    0.00
EC2E    75.1   91.2 -1 -1    0.00    0.00
EC3E    84.5   84.6 -1 -1    0.00    0.00
ID1E   117.9   89.2  1  1    0.00    0.00
AS1F   117.3   17.2 -1  1    0.00    0.00
AS2F   265.1   59.8  1  1    0.00    0.00
CC1F   346.3   91.6 -1 -1    0.00    0.00
EC1F    45.6   92.1 -1 -1    0.00    0.00
EC2F    75.1   91.2 -1 -1    0.00    0.00
EC3F    84.5   84.6 -1 -1    0.00    0.00
ID1F   117.9   89.2  1  1    0.00    0.00
AS1G   117.3   17.2 -1  1    0.00    0.00
AS2G   265.1   59.8  1  1    0.00    0.00
CC1G   346.3   91.6 -1 -1    0.00    0.00
EC1G    45.6   92.1 -1 -1    0.00    0.00
EC2G    75.1   91.2 -1 -1    0.00    0.00
EC3G    84.5   84.6 -1 -1    0.00    0.00
             114  44  44   0 1
AS1A   113.0   50.0  1  1    0.00    0.00
AS2A   231.5   31.7  1  1    0.00    0.00
CC1A     0.6   83.3  1  1    0.00    0.00
EC1A    57.4   91.6  1  1    0.00    0.00
EC2A    82.7   92.4  1  1    0.00    0.00
EC3A    91.2   87.9 -1  1    0.00    0.00
ID1A   116.4   91.5 -1 -1    0.00    0.00
AS1B   113.0   50.0  1  1    0.00    0.00
AS2B   231.5   31.7  1  1    0.00    0.00
CC1B     0.6   83.3  1  1    0.00    0.00
EC1B    57.4   91.6  1  1    0.00    0.00
EC2B    82.7   92.4  1  1    0.00    0.00
EC3B    91.2   87.9 -1  1    0.00    0.00
AS1C   113.0   50.0  1  1    0.00    0.00
AS2C   231.5   31.7  1  1    0.00    0.00
CC1C     0.6   83.3  1  1    0.00    0.00
EC1C    57.4   91.6  1  1    0.00    0.00
EC2C    82.7   92.4  1  1    0.00    0.00
EC3C    91.2   87.9 -1  1    0.00    0.00
ID1C   116.4   91.5 -1 -1    0.00    0.00
AS1D   113.0   50.0  1  1    0.00    0.00
AS2D   231.5   31.7  1  1    0.00    0.00
CC1D     0.6   83.3  1  1    0.00    0.00
EC1D    57.4   91.6  1  1    0.00    0.00
EC2D    82.7   92.4  1  1    0.00    0.00
