2017  6 23  1 16  4.020  1.0   45.9397  -129.9957   0.87   0.2000   0.3000    45   268              100    98.1   65.6  -172.1   35.3   37.4   0.000  D   0.464 0.31
        132.35    45.00  -125.00   0.5226   0.4764   0.7071   0.0416   0.8141  -0.5792
        300.73    35.00  -145.00  -0.4930  -0.2931   0.8192   0.0147  -0.9442  -0.3290
        114.00    25.00  -125.00   0.3861   0.1719   0.9063   0.4449   0.8260  -0.3462
         90.00    70.00  -165.00   0.9397   0.0000   0.3420   0.0885   0.9659  -0.2432
        106.62    65.00  -175.00   0.8685   0.2592   0.4226  -0.2496   0.9651  -0.0790
         85.00    85.00   160.00   0.9924  -0.0868   0.0872   0.0522   0.9387   0.3407
        105.00    90.00   160.00  -0.9659  -0.2588  -0.0000   0.2432  -0.9077  -0.3420
        287.75    80.00  -155.00  -0.9379  -0.3002   0.1736   0.2064  -0.8855  -0.4162
        111.18    45.00   165.00   0.6594   0.2554   0.7071  -0.5196   0.8346   0.1830
        104.12    45.00  -170.00   0.6858   0.1725   0.7071  -0.1211   0.9850  -0.1228
        102.20    55.00   135.00   0.8006   0.1732   0.5736  -0.5459   0.6054   0.5792
        110.00    30.00  -170.00   0.4698   0.1710   0.8660  -0.1955   0.9769  -0.0868
         95.29    70.00   145.00   0.9357   0.0867   0.3420  -0.2709   0.7976   0.5390
        100.29    75.00  -160.00   0.9504   0.1725   0.2588  -0.0807   0.9404  -0.3304
        300.46    65.00   175.00  -0.7812  -0.4595   0.4226   0.5368  -0.8400   0.0790
        100.00    85.00   145.00   0.9811   0.1730   0.0872  -0.1915   0.7980   0.5714
        105.88    70.00  -130.00   0.9038   0.2572   0.3420   0.0761   0.6900  -0.7198
         83.90    55.00  -150.00   0.8145  -0.0871   0.5736   0.3772   0.8306  -0.4096
        275.29    70.00  -120.00  -0.9357  -0.0867   0.3420  -0.2488  -0.5252  -0.8138
        295.00    90.00  -105.00   0.9063   0.4226  -0.0000  -0.1094   0.2346   0.9659
        105.65    40.00   170.00   0.6190   0.1734   0.7660  -0.3938   0.9124   0.1116
         90.00    80.00   115.00   0.9848   0.0000   0.1736  -0.1574   0.4226   0.8925
        275.14    75.00  -160.00  -0.9620  -0.0866   0.2588  -0.0039  -0.9438  -0.3304
         90.00    70.00   120.00   0.9397   0.0000   0.3420  -0.2962   0.5000   0.8138
         84.71    70.00   125.00   0.9357  -0.0867   0.3420  -0.2260   0.5970   0.7698
        267.46    80.00  -175.00  -0.9838   0.0436   0.1736  -0.0592  -0.9946  -0.0858
         95.14    75.00   155.00   0.9620   0.0866   0.2588  -0.1902   0.8929   0.4082
         76.91    50.00  -170.00   0.7461  -0.1735   0.6428   0.3318   0.9339  -0.1330
        105.88    70.00   125.00   0.9038   0.2572   0.3420  -0.4264   0.4750   0.7698
         90.00    60.00   135.00   0.8660   0.0000   0.5000  -0.3536   0.7071   0.6124
         90.00    55.00  -175.00   0.8192   0.0000   0.5736   0.0500   0.9962  -0.0714
        293.48    40.00  -160.00  -0.5896  -0.2561   0.7660   0.1341  -0.9663  -0.2198
        100.29    75.00   155.00   0.9504   0.1725   0.2588  -0.2695   0.8722   0.4082
        110.28    80.00  -150.00   0.9237   0.3414   0.1736  -0.2188   0.8424  -0.4924
         95.81    60.00   180.00   0.8616   0.0876   0.5000  -0.1012   0.9949   0.0000
        261.69    65.00  -145.00  -0.8968   0.1310   0.4226  -0.3582  -0.7755  -0.5198
         95.54    65.00   175.00   0.9021   0.0875   0.4226  -0.1328   0.9880   0.0790
        282.68    80.00  -175.00  -0.9608  -0.2161   0.1736   0.2038  -0.9752  -0.0858
        272.77    65.00  -155.00  -0.9052  -0.0438   0.4226  -0.1346  -0.9139  -0.3830
        277.61    80.00   175.00  -0.9761  -0.1303   0.1736   0.1469  -0.9854   0.0858
        101.61    60.00   180.00   0.8483   0.1743   0.5000  -0.2013   0.9795   0.0000
        116.34    35.00  -145.00   0.5140   0.2545   0.8192   0.0576   0.9426  -0.3290
        100.14    80.00  -170.00   0.9694   0.1734   0.1736  -0.1437   0.9747  -0.1710
        100.29    75.00   165.00   0.9504   0.1725   0.2588  -0.2384   0.9384   0.2500
         95.14    75.00   130.00   0.9620   0.0866   0.2588  -0.2551   0.6224   0.7399
        125.12    35.00  -155.00   0.4691   0.3300   0.8192  -0.2383   0.9405  -0.2424
        133.90    35.00  -120.00   0.4133   0.3977   0.8192   0.1644   0.8522  -0.4967
         90.00    65.00  -160.00   0.9063   0.0000   0.4226   0.1445   0.9397  -0.3100
        113.23    60.00   160.00   0.7958   0.3415   0.5000  -0.5277   0.7961   0.2962
         90.00    80.00  -165.00   0.9848   0.0000   0.1736   0.0449   0.9659  -0.2549
         82.94    45.00  -155.00   0.7017  -0.0869   0.7071   0.4079   0.8627  -0.2988
        270.00    75.00  -160.00  -0.9659   0.0000   0.2588  -0.0885  -0.9397  -0.3304
         90.00    85.00   150.00   0.9962   0.0000   0.0872  -0.0436   0.8660   0.4981
        270.00    75.00  -160.00  -0.9659   0.0000   0.2588  -0.0885  -0.9397  -0.3304
        111.18    45.00   180.00   0.6594   0.2554   0.7071  -0.3612   0.9325   0.0000
        265.00    85.00   160.00  -0.9924   0.0868   0.0872  -0.0522  -0.9387   0.3407
        261.69    65.00  -175.00  -0.8968   0.1310   0.4226  -0.1804  -0.9804  -0.0790
        265.00    90.00  -180.00   0.9962  -0.0872  -0.0000   0.0872   0.9962   0.0000
        264.19    60.00  -140.00  -0.8616   0.0876   0.5000  -0.3972  -0.7296  -0.5567
         96.55    50.00  -140.00   0.7611   0.0873   0.6428   0.3232   0.8081  -0.4924
        295.00    85.00  -130.00  -0.9029  -0.4210   0.0872   0.2111  -0.6108  -0.7631
         96.55    50.00  -150.00   0.7611   0.0873   0.6428   0.2206   0.8970  -0.3830
         85.00    90.00  -165.00  -0.9962   0.0872  -0.0000  -0.0842  -0.9623   0.2588
        293.23    60.00   175.00  -0.7958  -0.3415   0.5000   0.4329  -0.8983   0.0755
         95.00    85.00  -140.00   0.9924   0.0868   0.0872  -0.0110   0.7680  -0.6403
        102.20    55.00   150.00   0.8006   0.1732   0.5736  -0.4634   0.7858   0.4096
        100.00    85.00  -170.00   0.9811   0.1730   0.0872  -0.1561   0.9725  -0.1730
        100.59    70.00   145.00   0.9237   0.1727   0.3420  -0.3434   0.7692   0.5390
        272.77    65.00  -130.00  -0.9052  -0.0438   0.4226  -0.2923  -0.6577  -0.6943
         95.54    65.00   150.00   0.9021   0.0875   0.4226  -0.2939   0.8416   0.4532
         90.00    75.00   140.00   0.9659   0.0000   0.2588  -0.1664   0.7660   0.6209
        100.14    80.00   170.00   0.9694   0.1734   0.1736  -0.2031   0.9641   0.1710
        105.65    40.00  -130.00   0.6190   0.1734   0.7660   0.3916   0.7773  -0.4924
         90.00    35.00  -175.00   0.5736   0.0000   0.8192   0.0714   0.9962  -0.0500
        105.43    75.00   145.00   0.9311   0.2570   0.2588  -0.3610   0.7501   0.5540
         90.00    60.00  -155.00   0.8660   0.0000   0.5000   0.2113   0.9063  -0.3660
        100.14    80.00   125.00   0.9694   0.1734   0.1736  -0.2410   0.5396   0.8067
        290.00    90.00  -165.00   0.9397   0.3420  -0.0000  -0.3304   0.9077   0.2588
         90.00    25.00  -170.00   0.4226   0.0000   0.9063   0.1574   0.9848  -0.0734
         85.00    85.00   150.00   0.9924  -0.0868   0.0872   0.0321   0.8665   0.4981
        270.00    90.00  -145.00   1.0000   0.0000  -0.0000   0.0000   0.8192   0.5736
        265.00    85.00  -145.00  -0.9924   0.0868   0.0872  -0.1212  -0.8117  -0.5714
        107.42    60.00   180.00   0.8263   0.2593   0.5000  -0.2994   0.9541   0.0000
        105.21    80.00   155.00   0.9503   0.2584   0.1736  -0.3086   0.8553   0.4162
        287.65    45.00  -135.00  -0.6738  -0.2144   0.7071  -0.2621  -0.8254  -0.5000
         95.07    80.00   140.00   0.9810   0.0870   0.1736  -0.1789   0.7532   0.6330
        296.47    70.00  -130.00  -0.8412  -0.4189   0.3420   0.0520  -0.6922  -0.7198
        126.00    25.00  -135.00   0.3419   0.2484   0.9063   0.1028   0.9487  -0.2988
        100.00    85.00   175.00   0.9811   0.1730   0.0872  -0.1805   0.9797   0.0868
        279.82    50.00  -170.00  -0.7548  -0.1306   0.6428   0.0579  -0.9894  -0.1330
         90.00    85.00   170.00   0.9962   0.0000   0.0872  -0.0151   0.9848   0.1730
        286.36    50.00  -165.00  -0.7350  -0.2158   0.6428   0.1125  -0.9737  -0.1983
        290.57    75.00  -105.00  -0.9043  -0.3394   0.2588  -0.1431  -0.3302  -0.9330
        285.43    75.00  -170.00  -0.9311  -0.2570   0.2588   0.2187  -0.9613  -0.1677
         90.00    55.00   170.00   0.8192   0.0000   0.5736  -0.0996   0.9848   0.1422
         78.39    60.00   175.00   0.8483  -0.1743   0.5000   0.1578   0.9846   0.0755
        275.29    70.00  -160.00  -0.9357  -0.0867   0.3420  -0.0298  -0.9465  -0.3214
         95.29    70.00  -175.00   0.9357   0.0867   0.3420  -0.0622   0.9947  -0.0819
        100.00    85.00   135.00   0.9811   0.1730   0.0872  -0.1835   0.6857   0.7044
        293.23    60.00  -155.00  -0.7958  -0.3415   0.5000   0.1632  -0.9162  -0.3660
        290.57    75.00  -165.00  -0.9043  -0.3394   0.2588   0.2767  -0.9279  -0.2500
        275.14    75.00  -170.00  -0.9620  -0.0866   0.2588   0.0435  -0.9849  -0.1677
        111.18    45.00  -155.00   0.6594   0.2554   0.7071  -0.0487   0.9531  -0.2988
        297.89    80.00  -165.00  -0.8704  -0.4606   0.1736   0.4121  -0.8748  -0.2549
        102.20    55.00  -160.00   0.8006   0.1732   0.5736  -0.0069   0.9599  -0.2802
        287.42    60.00  -140.00  -0.8263  -0.2593   0.5000  -0.0773  -0.8271  -0.5567
         90.00    90.00  -130.00  -1.0000  -0.0000  -0.0000   0.0000  -0.6428   0.7660
         95.54    65.00  -165.00   0.9021   0.0875   0.4226   0.0156   0.9720  -0.2346
        300.00    85.00  -130.00  -0.8627  -0.4981   0.0872   0.2636  -0.5901  -0.7631
         95.07    80.00   140.00   0.9810   0.0870   0.1736  -0.1789   0.7532   0.6330
        272.54    80.00  -160.00  -0.9838  -0.0436   0.1736  -0.0178  -0.9414  -0.3368
        280.59    45.00   175.00  -0.6951  -0.1299   0.7071   0.2436  -0.9679   0.0616
        295.71    75.00  -175.00  -0.8703  -0.4191   0.2588   0.4119  -0.9073  -0.0842
        278.31    65.00  -150.00  -0.8968  -0.1310   0.4226  -0.0840  -0.8875  -0.4532
         95.54    65.00  -135.00   0.9021   0.0875   0.4226   0.2292   0.7326  -0.6409
        316.29    75.00  -105.00  -0.6675  -0.6982   0.2588   0.0143  -0.3596  -0.9330
         95.07    80.00   105.00   0.9810   0.0870   0.1736  -0.1899   0.2430   0.9513
        112.15    65.00   175.00   0.8394   0.3418   0.4226  -0.4098   0.9088   0.0790
        130.00    30.00  -140.00   0.3830   0.3214   0.8660  -0.0660   0.9446  -0.3214
        133.20    20.00  -140.00   0.2493   0.2341   0.9397  -0.0841   0.9719  -0.2198
        105.88    70.00  -130.00   0.9038   0.2572   0.3420   0.0761   0.6900  -0.7198
        264.19    60.00   170.00  -0.8616   0.0876   0.5000  -0.0133  -0.9885   0.1504
        101.61    60.00   160.00   0.8483   0.1743   0.5000  -0.3567   0.8860   0.2962
        105.00    85.00  -175.00   0.9623   0.2578   0.0872  -0.2505   0.9642  -0.0868
         90.00    35.00   145.00   0.5736   0.0000   0.8192  -0.4698   0.8192   0.3290
        107.56    35.00  -155.00   0.5468   0.1731   0.8192   0.0566   0.9685  -0.2424
        322.62    65.00   -95.00  -0.5503  -0.7201   0.4226  -0.1864  -0.3874  -0.9029
         90.00    65.00  -140.00   0.9063   0.0000   0.4226   0.2717   0.7660  -0.5826
        290.57    75.00  -125.00  -0.9043  -0.3394   0.2588   0.0030  -0.6115  -0.7912
        290.57    75.00  -120.00  -0.9043  -0.3394   0.2588  -0.0342  -0.5469  -0.8365
        280.00    85.00  -130.00  -0.9811  -0.1730   0.0872   0.0459  -0.6446  -0.7631
        100.59    70.00   165.00   0.9237   0.1727   0.3420  -0.2645   0.9332   0.2432
        280.00    85.00   180.00  -0.9811  -0.1730   0.0872   0.1736  -0.9848   0.0000
         95.00    90.00  -175.00  -0.9962  -0.0872  -0.0000   0.0868  -0.9924   0.0872
        105.00    90.00  -130.00  -0.9659  -0.2588  -0.0000   0.1664  -0.6209   0.7660
        272.54    80.00   165.00  -0.9838  -0.0436   0.1736   0.0876  -0.9630   0.2549
        270.00    75.00   170.00  -0.9659   0.0000   0.2588   0.0449  -0.9848   0.1677
         96.10    55.00  -155.00   0.8145   0.0871   0.5736   0.1447   0.9269  -0.3462
        104.40    20.00  -165.00   0.3313   0.0851   0.9397  -0.0046   0.9961  -0.0885
        118.80    20.00  -130.00   0.2997   0.1648   0.9397   0.3211   0.9101  -0.2620
        264.86    75.00   180.00  -0.9620   0.0866   0.2588  -0.0896  -0.9960   0.0000
        280.59    70.00   180.00  -0.9237  -0.1727   0.3420   0.1837  -0.9830   0.0000
        100.29    75.00   180.00   0.9504   0.1725   0.2588  -0.1786   0.9839   0.0000
         95.14    75.00  -155.00   0.9620   0.0866   0.2588   0.0277   0.9125  -0.4082
         90.00    80.00   165.00   0.9848   0.0000   0.1736  -0.0449   0.9659   0.2549
        270.00    75.00  -145.00  -0.9659   0.0000   0.2588  -0.1485  -0.8192  -0.5540
        105.00    85.00   175.00   0.9623   0.2578   0.0872  -0.2652   0.9603   0.0868
        279.15    55.00  -130.00  -0.8087  -0.1303   0.5736  -0.3315  -0.7045  -0.6275
        289.38    65.00   175.00  -0.8549  -0.3008   0.4226   0.3654  -0.9275   0.0790
        121.30    40.00  -150.00   0.5492   0.3340   0.7660  -0.1227   0.9390  -0.3214
         96.10    55.00   175.00   0.8145   0.0871   0.5736  -0.1556   0.9852   0.0714
        115.00    85.00   165.00   0.9029   0.4210   0.0872  -0.4287   0.8659   0.2578
        306.00    65.00  -110.00  -0.7332  -0.5327   0.4226  -0.1203  -0.5101  -0.8517
         90.00    30.00   180.00   0.5000   0.0000   0.8660  -0.0000   1.0000   0.0000
        294.00    25.00  -115.00  -0.3861  -0.1719   0.9063  -0.5785  -0.7202  -0.3830
        302.96    80.00  -140.00  -0.8263  -0.5358   0.1736   0.3231  -0.7035  -0.6330
         95.14    75.00   145.00   0.9620   0.0866   0.2588  -0.2213   0.8025   0.5540
         90.00    50.00   170.00   0.7660   0.0000   0.6428  -0.1116   0.9848   0.1330
        265.00    90.00  -170.00   0.9962  -0.0872  -0.0000   0.0858   0.9811   0.1736
        275.14    75.00   180.00  -0.9620  -0.0866   0.2588   0.0896  -0.9960   0.0000
