100     45
EC2C HHZ OO                     23.525     23.525     23.525    386.151
EC3C EHZ OO                     46.479     46.479     46.479    434.889
ID1C EHZ OO                     29.231     29.231     29.231     87.052
AS1D EHZ OO                     32.560     32.560     32.560   1073.974
AS2D EHZ OO                     32.111     32.111     32.111    249.140
CC1D HHZ OO                      1.000      1.000      1.000      1.000
EC1D EHZ OO                     30.078     30.078     30.078    578.261
EC2D HHZ OO                     22.647     22.647     22.647    924.750
EC3D EHZ OO                     52.102     52.102     52.102   1159.005
ID1D EHZ OO                     35.472     35.472     35.472    222.070
AS1E EHZ OO                    146.541    146.541    146.541    891.079
AS2E EHZ OO                     63.330     63.330     63.330    208.864
CC1E HHZ OO                      1.000      1.000      1.000      1.000
EC1E EHZ OO                    279.959    279.959    279.959    463.725
EC2E HHZ OO                    160.259    160.259    160.259    904.057
EC3E EHZ OO                   1730.226   1730.226   1730.226   1549.658
ID1E EHZ OO                    115.230    115.230    115.230    189.834
AS1F EHZ OO                    281.963    281.963    281.963   1131.612
AS2F EHZ OO                    125.379    125.379    125.379    661.214
CC1F HHZ OO                    181.252    181.252    181.252    736.318
EC1F EHZ OO                    286.431    286.431    286.431   2363.232
EC2F HHZ OO                    241.308    241.308    241.308   1352.647
EC3F EHZ OO                    312.867    312.867    312.867   1188.432
ID1F EHZ OO                    148.608    148.608    148.608    493.282
AS1G EHZ OO                    157.507    157.507    157.507    565.384
AS2G EHZ OO                     95.131     95.131     95.131    179.939
EC1G EHZ OO                    284.947    284.947    284.947    269.147
EC2G HHZ OO                    209.437    209.437    209.437    967.147
EC3G EHZ OO                    839.846    839.846    839.846   1622.557
ID1G EHZ OO                    119.176    119.176    119.176    253.115
110     44
AS1A EHZ OO                    252.264    252.264    252.264   3875.421
AS2A EHZ OO                    164.624    164.624    164.624   1300.258
CC1A HHZ OO                    323.477    323.477    323.477   2930.665
EC1A EHZ OO                    218.568    218.568    218.568   4332.652
EC2A HHZ OO                    249.607    249.607    249.607   7393.560
EC3A EHZ OO                    551.618    551.618    551.618   2527.181
ID1A EHZ OO                    131.837    131.837    131.837    431.689
AS1B EHZ OO                   6231.239   6231.239   6231.239  87938.971
AS2B EHZ OO                   4622.131   4622.131   4622.131 161230.216
CC1B HHZ OO                   2978.870   2978.870   2978.870  14715.713
EC1B EHZ OO                   4752.490   4752.490   4752.490  14486.507
EC2B HHZ OO                   2662.025   2662.025   2662.025  36932.263
EC3B EHZ OO                   3640.306   3640.306   3640.306  31977.947
ID1B EHZ OO                    990.862    990.862    990.862  12233.683
AS1C EHZ OO                    177.100    177.100    177.100   2588.054
AS2C EHZ OO                     66.412     66.412     66.412   1030.159
CC1C HHZ OO                     85.644     85.644     85.644    419.260
EC1C EHZ OO                    275.561    275.561    275.561   1859.443
EC2C HHZ OO                    159.873    159.873    159.873   2027.053
ID1C EHZ OO                    743.102    743.102    743.102  21567.288
AS2D EHZ OO                    427.788    427.788    427.788   1133.815
CC1D HHZ OO                      1.000      1.000      1.000      1.000
EC1D EHZ OO                    393.829    393.829    393.829   2347.108
EC2D HHZ OO                    258.663    258.663    258.663    692.894
EC3D EHZ OO                   1052.064   1052.064   1052.064   1179.188
ID1D EHZ OO                    202.960    202.960    202.960    551.770
AS2E EHZ OO                    155.441    155.441    155.441    571.629
CC1E HHZ OO                    361.523    361.523    361.523   5291.492
EC1E EHZ OO                    209.506    209.506    209.506   1896.502
EC2E HHZ OO                    203.736    203.736    203.736    517.543
EC3E EHZ OO                    638.816    638.816    638.816   2291.028
