         128           1  AS1A   202.883484       67.4753647               1   0.00000000    
         128           2  AS2A   223.437408       74.1328049              -1   0.00000000    
         128           3  CC1A   273.813416       55.4873276               1   0.00000000    
         128           4  EC1A   128.857971       28.5646706              -1   0.00000000    
         128           5  EC2A   146.749695       58.6895142               1   0.00000000    
         128           6  EC3A   161.438507       62.1961632               1   0.00000000    
         128           7  ID1A   167.371063       75.3147202               1   0.00000000    
         128           8  AS1B   202.883484       67.4753647               1   0.00000000    
         128           9  AS2B   223.437408       74.1328049              -1   0.00000000    
         128          10  CC1B   273.813416       55.4873276               1   0.00000000    
         128          11  EC1B   128.857971       28.5646706              -1   0.00000000    
         128          12  EC2B   146.749695       58.6895142               1   0.00000000    
         128          13  EC3B   161.438507       62.1961632               1   0.00000000    
         128          14  ID1B   167.371063       75.3147202               1   0.00000000    
         128          15  AS1C   202.883484       67.4753647               1   0.00000000    
         128          16  AS2C   223.437408       74.1328049              -1   0.00000000    
         128          17  CC1C   273.813416       55.4873276               1   0.00000000    
         128          18  EC1C   128.857971       28.5646706              -1   0.00000000    
         128          19  EC2C   146.749695       58.6895142               1   0.00000000    
         128          20  EC3C   161.438507       62.1961632               1   0.00000000    
         128          21  ID1C   167.371063       75.3147202               1   0.00000000    
         128          22  AS1D   202.883484       67.4753647               1   0.00000000    
         128          23  AS2D   223.437408       74.1328049              -1   0.00000000    
         128          24  CC1D   273.813416       55.4873276               1   0.00000000    
         128          25  EC1D   128.857971       28.5646706              -1   0.00000000    
         128          26  EC2D   146.749695       58.6895142               1   0.00000000    
         128          27  EC3D   161.438507       62.1961632               1   0.00000000    
         128          28  ID1D   167.371063       75.3147202               1   0.00000000    
         128          29  AS1E   202.883484       67.4753647               1   0.00000000    
         128          30  AS2E   223.437408       74.1328049              -1   0.00000000    
         128          31  CC1E   273.813416       55.4873276               1   0.00000000    
         128          32  EC1E   128.857971       28.5646706              -1   0.00000000    
         128          33  EC2E   146.749695       58.6895142               1   0.00000000    
         128          34  EC3E   161.438507       62.1961632               1   0.00000000    
         128          35  ID1E   167.371063       75.3147202               1   0.00000000    
         128          36  AS1F   202.883484       67.4753647               1   0.00000000    
         128          37  AS2F   223.437408       74.1328049              -1   0.00000000    
         128          38  CC1F   273.813416       55.4873276               1   0.00000000    
         128          39  EC1F   128.857971       28.5646706              -1   0.00000000    
         128          40  EC2F   146.749695       58.6895142               1   0.00000000    
         128          41  EC3F   161.438507       62.1961632               1   0.00000000    
         128          42  ID1F   167.371063       75.3147202               1   0.00000000    
         128          43  AS1A   202.883484       67.4753647               0   4.29875702E-02
         128          44  AS2A   223.437408       74.1328049               0  0.677248478    
         128          45  CC1A   273.813416       55.4873276               0  0.752144158    
         128          46  EC1A   128.857971       28.5646706               0  0.100702539    
         128          47  EC2A   146.749695       58.6895142               0  0.712444425    
         128          48  EC3A   161.438507       62.1961632               0  0.845916510    
         128          49  ID1A   167.371063       75.3147202               0  0.408256590    
         128          50  AS1B   202.883484       67.4753647               0  0.111085847    
         128          51  AS2B   223.437408       74.1328049               0  0.785505116    
         128          52  CC1B   273.813416       55.4873276               0  0.553674340    
         128          53  EC1B   128.857971       28.5646706               0  0.174252436    
         128          54  EC2B   146.749695       58.6895142               0  0.863801479    
         128          55  EC3B   161.438507       62.1961632               0  0.812976480    
         128          56  ID1B   167.371063       75.3147202               0 -0.113899998    
         128          57  AS1C   202.883484       67.4753647               0  -2.71095634E-02
         128          58  AS2C   223.437408       74.1328049               0  0.672386944    
         128          59  CC1C   273.813416       55.4873276               0  0.436403662    
         128          60  EC1C   128.857971       28.5646706               0  0.288447142    
         128          61  EC2C   146.749695       58.6895142               0  0.724803030    
         128          62  EC3C   161.438507       62.1961632               0  0.802864313    
         128          63  ID1C   167.371063       75.3147202               0 -0.113899998    
         128          64  AS1D   202.883484       67.4753647               0  -2.08866894E-02
         128          65  AS2D   223.437408       74.1328049               0  0.660730600    
         128          66  CC1D   273.813416       55.4873276               0  0.454111218    
         128          67  EC1D   128.857971       28.5646706               0  0.286455393    
         128          68  EC2D   146.749695       58.6895142               0  0.695364296    
         128          69  EC3D   161.438507       62.1961632               0  0.828810453    
         128          70  ID1D   167.371063       75.3147202               0  0.672242284    
         128          71  AS1E   202.883484       67.4753647               0 -0.127119586    
         128          72  AS2E   223.437408       74.1328049               0  0.710257173    
         128          73  CC1E   273.813416       55.4873276               0  0.500000834    
         128          74  EC1E   128.857971       28.5646706               0  0.279808402    
         128          75  EC2E   146.749695       58.6895142               0  0.615928650    
         128          76  EC3E   161.438507       62.1961632               0  0.745822310    
         128          77  ID1E   167.371063       75.3147202               0  0.502967894    
         128          78  AS1F   202.883484       67.4753647               0  -5.99207059E-02
         128          79  AS2F   223.437408       74.1328049               0  0.656648636    
         128          80  CC1F   273.813416       55.4873276               0  0.502220154    
         128          81  EC1F   128.857971       28.5646706               0  0.181034729    
         128          82  EC2F   146.749695       58.6895142               0  0.694215238    
         128          83  EC3F   161.438507       62.1961632               0  0.788028598    
         128          84  ID1F   167.371063       75.3147202               0  0.457953691    
